year,time,Location,coal_CF,solar_CF,wind_CF,batteries_CF,natgas_CF,,,,Resource,CF,Adjusted factor,Adjusted CF,,Arizona,WACO
2020,68,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,69,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,70,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,71,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,72,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,73,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,74,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,75,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,76,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,77,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,78,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,79,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,80,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,81,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,82,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,83,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,84,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,85,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,86,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,87,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,88,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,89,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,90,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,91,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,92,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,93,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,94,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,95,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,96,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,97,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,98,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,99,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,100,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,101,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,102,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,103,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,104,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,105,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,106,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,107,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,108,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,109,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,110,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,111,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,112,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,113,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,114,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,115,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,116,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,117,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,118,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,119,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,120,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,121,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,122,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,123,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,124,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,125,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,126,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,127,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,128,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,129,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,130,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,131,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,132,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,133,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,134,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,135,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,136,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,137,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,138,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,139,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,140,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,141,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,142,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,143,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,144,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,145,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,146,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,147,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,148,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,149,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,150,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,151,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,152,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,153,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,154,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,155,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,156,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,157,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,158,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,159,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,160,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,161,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,162,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,163,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,164,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,165,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,166,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,167,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,168,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,169,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,170,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,171,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,172,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,173,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,174,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,175,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,176,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,177,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,178,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,179,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,180,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,181,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,182,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,183,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,184,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,185,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,186,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,187,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,188,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,189,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,190,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,191,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,192,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,193,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,194,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,195,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,196,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,197,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,198,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,199,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,200,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,201,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,202,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,203,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,204,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,205,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,206,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,207,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,208,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,209,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,210,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,211,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,212,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,213,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,214,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,215,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,216,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,217,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,218,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,219,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,220,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,221,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,222,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,223,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,224,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,225,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,226,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,227,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,228,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,229,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,230,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,231,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,232,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,233,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,234,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,235,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,236,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,237,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,238,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,239,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,240,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,241,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,242,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,243,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,244,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,245,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,246,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,247,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,248,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,249,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,250,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,251,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,252,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,253,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,254,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,255,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,256,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,257,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,258,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,259,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,260,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,261,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,262,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,263,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,264,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,265,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,266,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,267,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,268,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,269,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,270,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,271,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,272,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,273,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,274,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,275,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,276,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,277,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,278,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,279,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,280,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,281,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,282,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,283,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,284,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,285,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,286,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,287,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,288,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,289,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,290,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,291,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,292,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,293,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,294,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,295,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,296,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,297,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,298,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,299,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,300,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,301,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,302,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,303,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,304,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,305,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,306,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,307,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,308,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,309,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,310,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,311,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,312,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,313,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,314,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,315,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,316,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,317,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,318,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,319,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,320,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,321,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,322,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,323,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,324,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,325,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,326,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,327,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,328,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,329,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,330,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,331,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,332,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,333,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,334,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,335,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,336,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,337,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,338,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,339,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,340,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,341,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,342,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,343,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,344,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,345,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,346,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,347,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,348,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,349,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,350,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,351,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,352,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,353,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
